"Analysis ID","Analysis name","Strata ID","Strata name","Cohort ID","Cohort name","Covariate ID","Covariate name","Covariate short name","Count","Percent"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2013006","index year: 2013"," 2013","1662","1.883905192641"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","1993006","index year: 1993"," 1993","1778","2.0153931603579998"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2010006","index year: 2010"," 2010","959","1.0870427675949998"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2003006","index year: 2003"," 2003","1382","1.5665204429779997"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2007006","index year: 2007"," 2007","1291","1.4633703993379998"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2010006","index year: 2010"," 2010","19","1.042810098792"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","1996006","index year: 1996"," 1996","29","1.591657519209"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2016006","index year: 2016"," 2016","5100","5.780936511714"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2016006","index year: 2016"," 2016","104","5.708013172338"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","1994006","index year: 1994"," 1994","1915","2.1706849843"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2009006","index year: 2009"," 2009","27","1.481888035126"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2023006","index year: 2023"," 2023","149","8.177826564215"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2019006","index year: 2019"," 2019","5105","5.78660409653"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2004006","index year: 2004"," 2004","1366","1.548384171569"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2012006","index year: 2012"," 2012","40","2.195389681668"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","1997006","index year: 1997"," 1997","23","1.262349066959"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2006006","index year: 2006"," 2006","1342","1.521179764455"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2014006","index year: 2014"," 2014","73","4.006586169045"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2017006","index year: 2017"," 2017","5191","5.884086555354999"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2000006","index year: 2000"," 2000","23","1.262349066959"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2018006","index year: 2018"," 2018","5331","6.0427789301859995"
"80","DemographicsIndexYear","0","All stratas","350","Major Orthopedic and Abdominal Surgeries","2005006","index year: 2005"," 2005","1384","1.568787476904"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","2013006","index year: 2013"," 2013","51","2.7991218441270003"
"80","DemographicsIndexYear","96","DVT and PE","350","Major Orthopedic and Abdominal Surgeries","1999006","index year: 1999"," 1999","18","0.9879253567499999"
